source_column,normalized_value,destination,rule_count,proposed_values,duplicate_key,conflict_key
,environmental swab or sampling swab food contact surface building abattoir or meat processing,Sample_Type_SD,1,environmental swab,false,false
,environmental swab or sampling swab inanimate object surface,Sample_Type_SD,1,environmental swab,false,false
,environmental swab or sampling swab inanimate object surface agricultural dairy,Sample_Type_SD,1,environmental swab,false,false
,environmental swab or sampling swab inanimate object surface building food processing factory,Sample_Type_SD,1,environmental swab,false,false
,environmental swab or sampling swab meat building abattoir or meat processing,Sample_Type_SD,1,environmental swab,false,false
,environmental swab processing facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab production facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab seafood,Sample_Type_SD,1,environmental swab,false,false
,environmental swab soil,Sample_Type_SD,1,environmental swab,false,false
,environmental swab specimen obi 0002613,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge collected aseptically from manure belt,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge cutting board,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy case,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy facility blue cheese,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy powder manufacturing facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy processing environment floor,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy processing environment plant boot,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge dairy processing environment squeegee,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge deli case,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge distribution center,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge drain deli,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge drain produce area,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge drain raw meat,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge floor,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge floor cold storage room,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge floor drain,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge floor dry aisle,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge floor produce area,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food contact surface,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food processing environment,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food processing environment drain,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food processing environment floor,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food processing environment floor drain,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge food processing environment raw product,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge from pet food facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge from shoe cover farm worker,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge from surface,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge ice cream machine,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge meat facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge new plastic bucket interior,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge non food contact surface,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge operational,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge powder infant formula manufacturing facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge powdered infant formula manufacturing facility,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge product contact surface,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge shopping cart wheel,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge sink interior,Sample_Type_SD,1,environmental swab,false,false
,environmental swab sponge wall base board,Sample_Type_SD,1,environmental swab,false,false
,environmental swab turkey,Sample_Type_SD,1,environmental swab,false,false
,environmental swab type of facility unknown,Sample_Type_SD,1,environmental swab,false,false
,environmental swab veterinary clinic,Sample_Type_SD,1,environmental swab,false,false
,environmental swabs,Sample_Type_SD,1,environmental swab,false,false
,environmental swabs collected from manure belts in poultry house,Environment_Medium_SD,1,manure,false,false
,environmental system determined by an organism envo 01001000 animal associated environment envo 01001002,Environment_Broad_Scale_SD,1,host-associated environment,false,false
,environmental system envo 01000254 temperate environment envo 01001705 rhizosphere environment envo 01000999,Environment_Broad_Scale_SD,1,plant-associated environment,false,false
,environmental wastewater,Environment_Medium_SD,1,wastewater,false,false
,environmental water,Environment_Medium_SD,1,environmental water,false,false
,environmental water sample,Environment_Medium_SD,1,environmental water,false,false
,environmental waters,Environment_Medium_SD,1,environmental water,false,false
,environnement water,Environment_Medium_SD,1,water,false,false
,environnment,Isolation_Source_SD,1,environmental sample,false,false
,envo 00000092 sea beach,Environment_Broad_Scale_SD,1,marine environment,false,false
,envo 00000143 river bank,Environment_Local_Scale_SD,1,river,false,false
,envo 00000446 terrestrial biome,Environment_Broad_Scale_SD,1,terrestrial environment,false,false
,envo 00001998 soil,Environment_Medium_SD,1,soil,false,false
,envo 00002045 anaerobic sediment,Environment_Medium_SD,1,sediment,false,false
,envo 00002127 stream sediment,Environment_Medium_SD,1,sediment,false,false
,envo 00005750 grassland soil,Environment_Medium_SD,1,soil,false,false
,envo 01000030 marine hydrothermal vent biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,envo 01001048 sediment environment envo 01000020 estuarine biome envo 03000033 marine sediment,Environment_Medium_SD,1,marine sediment,false,false
,envo 01001192 sediment surface,Environment_Medium_SD,1,sediment,false,false
,envo activated sludge,Environment_Medium_SD,1,sewage,false,false
,envo animal associated habitat,Environment_Broad_Scale_SD,1,host-associated environment,false,false
,envo wastewater treatment plant,Environment_Medium_SD,1,wastewater,false,false
,envo water,Environment_Medium_SD,1,water,false,false
,envronmental swab sponge,Sample_Type_SD,1,environmental swab,false,false
,epidermal swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,equine fecal microbiome,Sample_Type_SD,1,feces/stool,false,false
,equine feces equus caballus,Sample_Type_SD,1,feces/stool,false,false
,equine feces equus ferus caballus,Sample_Type_SD,1,feces/stool,false,false
,erba brine seawater interface,Environment_Medium_SD,1,seawater,false,false
,esputum,Sample_Type_SD,1,sputum,false,false
,estuarine open water surface layer,Environment_Medium_SD,1,estuarine water,false,false
,estuarine open water surface layer envo 01001315,Environment_Medium_SD,1,estuarine water,false,false
,estuarine sediment,Environment_Medium_SD,1,sediment,false,false
,estuarine surface sediment,Environment_Medium_SD,1,sediment,false,false
,estuarine water,Environment_Medium_SD,1,estuarine water,false,false
,estuarine water envo 01000301,Environment_Medium_SD,1,estuarine water,false,false
,estuary,Environment_Local_Scale_SD,1,estuary,false,false
,estuary bay water,Environment_Medium_SD,1,estuarine water,false,false
,estuary envo 00000045,Environment_Local_Scale_SD,1,estuary,false,false
,estuary metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,estuary sediment,Environment_Medium_SD,1,sediment,false,false
,estuary water,Environment_Medium_SD,1,estuarine water,false,false
,estuary water column,Environment_Medium_SD,1,estuarine water,false,false
,ethiopian food,Isolation_Source_SD,1,food/food product,false,false
,eucalyptus plant,Environment_Broad_Scale_SD,1,plant-associated environment,false,false
,eutrophic lake envo 01000548,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,eutrophic water envo 00002224,Environment_Medium_SD,1,chemically distinct water,false,false
,evolutionary experiment of in vitro adaptation of pathogenic isolate from aquaculture fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,exacerbation,Host_Health_State_SD,1,exacerbation,false,false
,excrement food poisoning,Isolation_Source_SD,1,food/food product,false,false
,excreta material,Environment_Broad_Scale_SD,1,host-associated gut/oral/fecal environment,false,false
,excreta material,Environment_Local_Scale_SD,1,gut/fecal local context,false,false
,excretion of urine,Isolation_Site_SD,1,urine,false,false
,experimental fish feed,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,external ear canal swab,Sample_Type_SD,1,rectal/cloacal/perianal swab,false,false
,external ear swab,Sample_Type_SD,1,ear swab,false,false
,eye swab,Sample_Type_SD,1,eye swab,false,false
,fabeae root nodule,Environment_Broad_Scale_SD,1,plant-associated environment,false,false
,face swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,factory swab,Sample_Type_SD,1,environmental swab,false,false
,faecal,Sample_Type_SD,1,feces/stool,false,false
,faecal biome,Sample_Type_SD,1,feces/stool,false,false
,faecal environment envo 01001029,Sample_Type_SD,1,feces/stool,false,false
,faecal fermentation material,Sample_Type_SD,1,feces/stool,false,false
,faecal matter,Sample_Type_SD,1,feces/stool,false,false
,faecal sample,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from agile wallaby notamacropus agilis,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from common brushtail possum trichosurus vulpecula,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from common ringtail possum pseudocheirus peregrinus,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from common wombat vombatus ursinus,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from greater glider petauroides volans,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from green ringtail possum pseudochirops archeri,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from mahogany glider petaurus gracilis,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from northern nailtail wallaby onychogalea unguifera,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from parma wallaby notamacropus parma,Sample_Type_SD,1,feces/stool,false,false
,faecal sample from striped possum dactylopsila trivirgata,Sample_Type_SD,1,feces/stool,false,false
,faecal samples,Sample_Type_SD,1,feces/stool,false,false
,faecal screen,Sample_Type_SD,1,feces/stool,false,false
,faecal surveillance,Sample_Type_SD,1,feces/stool,false,false
,faecal swab,Sample_Type_SD,1,feces/stool-associated swab,false,false
,faecal swab sample,Sample_Type_SD,1,feces/stool,false,false
,faeces,Environment_Broad_Scale_SD,1,host-associated gut/oral/fecal environment,false,false
,faeces,Environment_Local_Scale_SD,1,gut/fecal local context,false,false
,faeces,Isolation_Site_SD,1,feces/stool,false,false
,faeces,Sample_Type_SD,1,feces/stool,false,false
,faeces cattle local livestock market,Sample_Type_SD,1,feces/stool,false,false
,faeces chicken,Sample_Type_SD,1,feces/stool,false,false
,faeces manure,Sample_Type_SD,1,feces/stool,false,false
,faeces or rectal swab,Sample_Type_SD,1,feces/stool,false,false
,faeces pool,Sample_Type_SD,1,feces/stool,false,false
,faeces sampled by cloacal swab,Sample_Type_SD,1,feces/stool,false,false
,farm,Environment_Local_Scale_SD,1,farm,false,false
,farm compost,Environment_Medium_SD,1,compost,false,false
,farm dairy effluent,Environment_Medium_SD,1,wastewater,false,false
,farm dam sediment,Environment_Medium_SD,1,sediment,false,false
,farm environmental swab sponge,Sample_Type_SD,1,environmental swab,false,false
,farm envo 00000078,Environment_Local_Scale_SD,1,farm,false,false
,farm faeces,Sample_Type_SD,1,feces/stool,false,false
