assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_034905665.1	SAMN14437377	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_000430325.1	SAMN02470844	Streptococcus pneumoniae 1779n23_04	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum		sputum				sputum | clinical/host-associated material | sputum from a patient with pneumoniae
GCA_021699615.1	SAMN14523650	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_036960005.1	SAMN33222165	Salmonella enterica subsp. enterica serovar Typhimurium	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | patient fecal
GCA_002224795.1	SAMN03145052	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			urine		urine				urine | clinical/host-associated material | Urine sample from patient with Pyelonephritis
GCA_019795595.1	SAMN20858495	Burkholderia cepacia	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum		sputum				sputum | clinical/host-associated material | sputum from CF patient | Sputum | sputum from CF patient | Sputum
GCA_022535835.1	SAMN25989639	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022519825.1	SAMN25989340	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_025192565.1	SAMN15461233	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical isolate from patient | Clinical isolate | Clinical isolate from patient | Clinical isolate
GCA_025192915.1	SAMN15461215	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical isolate from patient | Clinical isolate | Clinical isolate from patient | Clinical isolate
GCA_025195805.1	SAMN15461157	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical isolate from patient | Clinical isolate | Clinical isolate from patient | Clinical isolate
GCA_028535355.1	SAMEA7997425	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028535645.1	SAMEA7997390	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028536295.1	SAMEA7997345	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028536705.1	SAMEA7997315	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028537155.1	SAMEA7997300	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_046572665.1	SAMN46052308	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the child patient | Whole organism | from gastric biopsy sample of the child patient | Whole organism
GCA_046572885.1	SAMN46052254	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_052372955.1	SAMN50737450	Pseudomonas aeruginosa	clear	patient-context audit	absent	Sink drain - Patient bathroom B05	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	drain		drain	built environment	drain | built environment | clinical/host-associated material | clinical/host-associated material | drain | built environment | Sink drain - Patient bathroom B05
GCA_000499885.1	SAMN02469894	Klebsiella pneumoniae subsp. pneumoniae KpQ24	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood culture from a patient in a burn unit
GCA_000782755.1	SAMN02801815	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient with bacteremia
GCA_021693815.1	SAMN14523711	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021698175.1	SAMN14523619	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021700355.1	SAMN14523668	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_022272755.1	SAMN03074830	Klebsiella aerogenes	keep	patient-context audit	absent	de-identified patient sample	Homo sapiens	9606	human-associated	clinical subject									de-identified patient sample
GCA_022272955.1	SAMN03074815	Klebsiella pneumoniae	keep	patient-context audit	absent	de-identified patient sample	Homo sapiens	9606	human-associated	clinical subject									de-identified patient sample
GCA_023718755.1	SAMN26029164	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from patient with Hemolytic Uremic Syndrome
GCA_023720185.1	SAMN26028973	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023905285.1	SAMN11339278	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023905995.1	SAMN11339243	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023907305.1	SAMN11339177	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023908515.1	SAMN11339117	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023909225.1	SAMN11339080	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
